feature,phrase,frequency,rank,docfreq
eligibility_scores,eligibility scores,11,70074,11
includes_affected,includes affected,11,70074,11
agency_representatives,agency representatives,11,70074,11
care_interests,care interests,11,70074,11
implementing_lower,implementing lower,11,70074,11
care_evaluation,care evaluation,11,70074,11
affects_persons,affects persons,11,70074,11
aid_recipients,aid recipients,11,70074,11
suggested_legislation,suggested legislation,11,70074,11
transplantation_can,transplantation can,11,70074,11
cost-effective_alternative,cost-effective alternative,11,70074,11
cover_kidney,cover kidney,11,70074,11
emergency_renal,emergency renal,11,70074,11
dialysis_services,dialysis services,11,70074,11
department_providers,department providers,11,70074,11
perform_kidney,perform kidney,11,70074,11
services_associated,services associated,11,70074,11
medicine_patient,medicine patient,11,70074,11
related_pre-exposure,related pre-exposure,11,70074,11
prophylaxis_services,prophylaxis services,11,70074,11
infection_screening,infection screening,11,70074,11
screening_treatment,screening treatment,11,70074,11
infections_medical,infections medical,11,70074,11
monitoring_assorted,monitoring assorted,11,70074,11
assorted_labs,assorted labs,11,70074,11
infection_among,infection among,11,70074,11
health_center's,health center's,11,70074,11
center's_encounter,center's encounter,11,70074,11
matters_concerning,matters concerning,11,70074,10
370c_mental,370c mental,11,70074,11
treatment_number,treatment number,11,70074,11
significant_others,significant others,11,70074,11
ongoing_assessment,ongoing assessment,11,70074,10
remain_responsible,remain responsible,11,70074,11
safety_plans,safety plans,11,70074,11
ensure_full,ensure full,11,70074,11
services_issues,services issues,11,70074,10
full-time_employee,full-time employee,11,70074,10
aid_now,aid now,11,70074,11
services_methods,services methods,11,70074,11
accepted_professional,accepted professional,11,70074,11
police_district,police district,11,70074,10
unauthorized_person,unauthorized person,11,70074,11
government_private,government private,11,70074,11
properly_care,properly care,11,70074,10
healthcare_professionals,healthcare professionals,11,70074,11
medication_orders,medication orders,11,70074,11
financial_eligibility,financial eligibility,11,70074,11
office_office,office office,11,70074,11
provides_emergency,provides emergency,11,70074,11
disclose_confidential,disclose confidential,11,70074,11
additional_per,additional per,11,70074,10
physical_design,physical design,11,70074,11
settlement_funds,settlement funds,11,70074,11
denied_treatment,denied treatment,11,70074,11
complaint_received,complaint received,11,70074,11
private_medical,private medical,11,70074,11
person's_primary,person's primary,11,70074,10
history_diagnosis,history diagnosis,11,70074,11
person's_home,person's home,11,70074,11
heart_rate,heart rate,11,70074,11
health_trauma,health trauma,11,70074,11
non-prescription_drugs,non-prescription drugs,11,70074,11
registered_mail,registered mail,11,70074,10
increased_focus,increased focus,11,70074,11
suitable_copy,suitable copy,11,70074,11
clinics_licensed,clinics licensed,11,70074,10
ann_gillespie,ann gillespie,11,70074,11
educate_youth,educate youth,11,70074,11
manufacturer_distributor,manufacturer distributor,11,70074,10
readily_identifiable,readily identifiable,11,70074,11
chair_person,chair person,11,70074,11
munici_pal,munici pal,11,70074,11
voca_tional,voca tional,11,70074,11
chemi_cal,chemi cal,11,70074,11
transferred_thereto,transferred thereto,11,70074,11
stands_convicted,stands convicted,11,70074,11
reduce_costs,reduce costs,11,70074,11
abuse_misuse,abuse misuse,11,70074,11
single_unified,single unified,11,70074,11
exper_tise,exper tise,11,70074,11
symptomatic_maladaptive,symptomatic maladaptive,11,70074,11
maintain_current,maintain current,11,70074,11
adequate_geographic,adequate geographic,11,70074,11
not-for-pro_fit,not-for-pro fit,11,70074,11
commissioners_deem,commissioners deem,11,70074,11
tional_services,tional services,11,70074,11
administra_tive,administra tive,11,70074,11
opinion_contained,opinion contained,11,70074,11
common_ownership,common ownership,11,70074,11
advice_concerning,advice concerning,11,70074,11
existing_educational,existing educational,11,70074,11
school_aged,school aged,11,70074,11
novem_ber,novem ber,11,70074,11
state's_qualifications,state's qualifications,11,70074,11
corporation_operating,corporation operating,11,70074,10
substance_can,substance can,11,70074,11
quinine_hydrochloride,quinine hydrochloride,11,70074,11
hydrochloride_mannitol,hydrochloride mannitol,11,70074,11
mannitol_mannite,mannitol mannite,11,70074,11
mannite_dextrose,mannite dextrose,11,70074,11
survey_conducted,survey conducted,11,70074,11
behavior_survey,behavior survey,11,70074,11
national_hotlines,national hotlines,11,70074,11
serious_issues,serious issues,11,70074,11
coop_erative,coop erative,11,70074,11
suicide_intervention,suicide intervention,11,70074,11
situation_response,situation response,11,70074,11
re-entry_procedures,re-entry procedures,11,70074,11
suicide_postvention,suicide postvention,11,70074,11
planned_support,planned support,11,70074,11
can_implement,can implement,11,70074,11
disseminate_factual,disseminate factual,11,70074,11
protocols_regarding,protocols regarding,11,70074,11
appropriately_responding,appropriately responding,11,70074,11
suicidal_intent,suicidal intent,11,70074,11
others_policies,others policies,11,70074,11
childhood_abuse,childhood abuse,11,70074,11
relationship_stress,relationship stress,11,70074,11
person's_suicide,person's suicide,11,70074,11
previous_suicide,previous suicide,11,70074,11
suspicion_concerns,suspicion concerns,11,70074,11
situation_inter,situation inter,11,70074,11
vention_suicide,vention suicide,11,70074,11
assist_survivors,assist survivors,11,70074,11
related_program,related program,11,70074,11
employee's_credential,employee's credential,11,70074,11
maintain_model,maintain model,11,70074,11
jurisdiction_declares,jurisdiction declares,11,70074,11
declared_invalid,declared invalid,11,70074,11
relevant_appli,relevant appli,11,70074,11
appli_cability,appli cability,11,70074,11
set_priorities,set priorities,11,70074,11
issue_rigorous,issue rigorous,11,70074,11
principal_acting,principal acting,11,70074,11
independent_trained,independent trained,11,70074,11
classroom_observation,classroom observation,11,70074,11
leader_effectiveness,leader effectiveness,11,70074,11
compounding_dispensing,compounding dispensing,11,70074,11
health_aging,health aging,11,70074,11
great_pride,great pride,11,70074,11
treatment_furthermore,treatment furthermore,11,70074,11
average_delay,average delay,11,70074,11
awards_grants,awards grants,11,70074,11
legal_holiday,legal holiday,11,70074,11
thierry_h.b,thierry h.b,11,70074,11
immediately_end,immediately end,11,70074,11
authority_analysis,authority analysis,11,70074,11
ratcliff_shankland,ratcliff shankland,11,70074,11
later_end,later end,11,70074,11
johnson_larson,johnson larson,11,70074,11
facilities_legislative,facilities legislative,10,75311,10
materials_developed,materials developed,10,75311,10
certified_persons,certified persons,10,75311,10
included_among,included among,10,75311,10
disorder_post-traumatic,disorder post-traumatic,10,75311,10
sufficient_cause,sufficient cause,10,75311,10
existing_behavioral,existing behavioral,10,75311,10
appropriated_mental,appropriated mental,10,75311,10
general’s_designee,general’s designee,10,75311,10
professional_personnel,professional personnel,10,75311,10
experiences_aces,experiences aces,10,75311,10
officer_appointed,officer appointed,10,75311,10
publicly_supported,publicly supported,10,75311,10
whose_services,whose services,10,75311,10
person_becomes,person becomes,10,75311,10
services_making,services making,10,75311,10
allowed_establishing,allowed establishing,10,75311,10
services_identifying,services identifying,10,75311,10
paraprofessional_staff,paraprofessional staff,10,75311,10
guardian_foster,guardian foster,10,75311,10
establishing_mental,establishing mental,10,75311,10
ethnicity_sexual,ethnicity sexual,10,75311,10
services_due,services due,10,75311,10
manage_mental,manage mental,10,75311,10
services_recovery,services recovery,10,75311,10
priority_population,priority population,10,75311,10
compensation_system,compensation system,10,75311,10
developing_recommendations,developing recommendations,10,75311,10
preventive_health,preventive health,10,75311,10
interest_accrued,interest accrued,10,75311,10
among_young,among young,10,75311,10
core_elements,core elements,10,75311,10
specific_populations,specific populations,10,75311,10
among_people,among people,10,75311,10
focused_efforts,focused efforts,10,75311,10
life_experiences,life experiences,10,75311,10
also_allow,also allow,10,75311,10
depressive_episode,depressive episode,10,75311,10
birth_outcomes,birth outcomes,10,75311,10
significant_medical,significant medical,10,75311,10
receive_adequate,receive adequate,10,75311,10
treatment_medical,treatment medical,10,75311,10
immediately_appoint,immediately appoint,10,75311,10
seek_mental,seek mental,10,75311,10
divert_individuals,divert individuals,10,75311,10
centers_mobile,centers mobile,10,75311,10
respective_department,respective department,10,75311,10
promptly_arranging,promptly arranging,10,75311,10
better_meet,better meet,10,75311,10
count_towards,count towards,10,75311,10
crimes_related,crimes related,10,75311,10
peer_counseling,peer counseling,10,75311,10
minimum_training,minimum training,10,75311,10
food_intake,food intake,10,75311,10
recovery_therefore,recovery therefore,10,75311,10
men_suffer,men suffer,10,75311,10
bisexual_youth,bisexual youth,10,75311,10
treatment_outcomes,treatment outcomes,10,75311,10
human_right,human right,10,75311,10
commission_home,commission home,10,75311,10
procedures_current,procedures current,10,75311,10
fraudulent_misrepresentation,fraudulent misrepresentation,10,75311,10
knowingly_aiding,knowingly aiding,10,75311,10
delegating_professional,delegating professional,10,75311,10
disorders_amending,disorders amending,10,75311,10
detailed_plan,detailed plan,10,75311,10
justice_programs,justice programs,10,75311,10
obtain_approval,obtain approval,10,75311,10
per_academic,per academic,10,75311,10
medicaid_policy,medicaid policy,10,75311,10
guidelines_vii,guidelines vii,10,75311,10
physician_provides,physician provides,10,75311,10
certain_criminal,certain criminal,10,75311,10
refer_patients,refer patients,10,75311,10
applicant's_eligibility,applicant's eligibility,10,75311,10
basic_sciences,basic sciences,10,75311,10
clinical_neurotherapeutics,clinical neurotherapeutics,10,75311,10
psychopharmacology_research,psychopharmacology research,10,75311,10
substance_prescription,substance prescription,10,75311,10
assessment_research,assessment research,10,75311,10
supervision_plan,supervision plan,10,75311,10
abuse_amending,abuse amending,10,75311,10
circumstances_prohibiting,circumstances prohibiting,10,75311,10
party_responsible,party responsible,10,75311,10
accept_persons,accept persons,10,75311,10
given_preference,given preference,10,75311,10
examination_criteria,examination criteria,10,75311,10
receive_integrated,receive integrated,10,75311,10
providers_working,providers working,10,75311,10
governmental_programs,governmental programs,10,75311,10
court-ordered_services,court-ordered services,10,75311,10
care_assessment,care assessment,10,75311,10
centers_community,centers community,10,75311,10
