feature,phrase,frequency,rank,docfreq
school_principals_vice,school principals vice,5,227508,5
principals_vice_principals,principals vice principals,5,227508,5
health_care_prescribing,health care prescribing,5,227508,5
coordinating_council_health,coordinating council health,5,227508,5
council_health_systems,council health systems,5,227508,5
care_policy_board,care policy board,5,227508,5
health_facility_hearing,health facility hearing,5,227508,5
facility_hearing_board,facility hearing board,5,227508,5
internet_web-based_acute,internet web-based acute,5,227508,5
web-based_acute_care,web-based acute care,5,227508,5
health_inpatient_examination,health inpatient examination,5,227508,5
health_beds_available,health beds available,5,227508,5
available_acute_care,available acute care,5,227508,5
allow_health_care,allow health care,5,227508,5
provides_acute_care,provides acute care,5,227508,5
health_facility_health,health facility health,5,227508,5
physician_osteopath_physician,physician osteopath physician,5,227508,5
osteopath_physician_assistant,osteopath physician assistant,5,227508,5
nurse_practitioner_mental,nurse practitioner mental,5,227508,5
practitioner_mental_health,practitioner mental health,5,227508,5
provides_inpatient_mental,provides inpatient mental,5,227508,5
hospital_participating_facility,hospital participating facility,5,227508,5
health_service_psychologists,health service psychologists,5,227508,5
technical_school_charter,technical school charter,5,227508,5
school_district_area,school district area,5,227508,5
identify_social_isolation,identify social isolation,5,227508,5
taking_social_isolation,taking social isolation,5,227508,5
social_isolation_seriously,social isolation seriously,5,227508,5
identified_adult_advisor,identified adult advisor,5,227508,5
student_leadership_development,student leadership development,5,227508,5
cancer_control_prevention,cancer control prevention,5,227508,5
surgical_center_data,surgical center data,5,227508,5
center_data_collection,center data collection,5,227508,5
joint_underwriting_association,joint underwriting association,5,227508,5
entertainment_business_financial,entertainment business financial,5,227508,5
business_financial_management,business financial management,5,227508,5
financial_management_firms,financial management firms,5,227508,5
private_dam_financial,private dam financial,5,227508,5
dam_financial_assurance,dam financial assurance,5,227508,5
settlement_assessment_collection,settlement assessment collection,5,227508,5
moneys_erroneously_paid,moneys erroneously paid,5,227508,5
public_officers_collecting,public officers collecting,5,227508,5
officers_collecting_moneys,officers collecting moneys,5,227508,5
collecting_moneys_payable,collecting moneys payable,5,227508,5
tax_anticipation_notes,tax anticipation notes,5,227508,5
defray_current_expenses,defray current expenses,5,227508,5
current_expenses_implementing,current expenses implementing,5,227508,5
imposing_penalties_affecting,imposing penalties affecting,5,227508,5
penalties_affecting_every,penalties affecting every,5,227508,5
affecting_every_department,affecting every department,5,227508,5
every_department_board,every department board,5,227508,5
government_every_political,government every political,5,227508,5
subdivisions_every_person,subdivisions every person,5,227508,5
every_person_association,every person association,5,227508,5
pay_license_fees,pay license fees,5,227508,5
delivering_behavioral_health,delivering behavioral health,5,227508,5
ensure_public_safety,ensure public safety,5,227508,5
unprotected_sexual_intercourse,unprotected sexual intercourse,5,227508,5
expand_behavioral_health,expand behavioral health,5,227508,5
suicide_occurring_every,suicide occurring every,5,227508,5
prevent_suicide_among,prevent suicide among,5,227508,5
public_health_concern,public health concern,5,227508,5
cooperative_health_care,cooperative health care,5,227508,5
classroom_teachers_school,classroom teachers school,5,227508,5
plan_provides_coverage,plan provides coverage,5,227508,5
pre-adjudication_secure_detention,pre-adjudication secure detention,5,227508,5
post-adjudication_secure_correctional,post-adjudication secure correctional,5,227508,5
deferred_prosecution_supervision,deferred prosecution supervision,5,227508,5
currently_receiving_treatment,currently receiving treatment,5,227508,5
adaptive_behavior_child,adaptive behavior child,5,227508,5
mental_illness_interdisciplinary,mental illness interdisciplinary,5,227508,5
illness_interdisciplinary_team,illness interdisciplinary team,5,227508,5
service_setting_closest,service setting closest,5,227508,5
others_mental_illness,others mental illness,5,227508,5
defense_subaverage_general,defense subaverage general,5,227508,5
standardized_psychometric_instruments,standardized psychometric instruments,5,227508,5
intellectual_disability_jurisdiction,intellectual disability jurisdiction,5,227508,5
order_mental_health,order mental health,5,227508,5
receive_temporary_inpatient,receive temporary inpatient,5,227508,5
receive_temporary_outpatient,receive temporary outpatient,5,227508,5
treated_experience_deterioration,treated experience deterioration,5,227508,5
treatment_services_demonstrated,treatment services demonstrated,5,227508,5
child's_actions_occurring,child's actions occurring,5,227508,5
child's_clinical_condition,child's clinical condition,5,227508,5
receive_extended_inpatient,receive extended inpatient,5,227508,5
receive_extended_outpatient,receive extended outpatient,5,227508,5
intellectual_disability_evidence,intellectual disability evidence,5,227508,5
basic_personal_physical,basic personal physical,5,227508,5
personal_physical_needs,personal physical needs,5,227508,5
care_facility_provides,care facility provides,5,227508,5
facility_provides_habilitative,facility provides habilitative,5,227508,5
provides_habilitative_services,provides habilitative services,5,227508,5
habilitative_services_care,habilitative services care,5,227508,5
services_care_training,services care training,5,227508,5
interdisciplinary_team_recommends,interdisciplinary team recommends,5,227508,5
team_recommends_placement,team recommends placement,5,227508,5
juvenile_court_determines,juvenile court determines,5,227508,5
services_treatment_ordered,services treatment ordered,5,227508,5
child's_psychiatric_needs,child's psychiatric needs,5,227508,5
orders_mental_health,orders mental health,5,227508,5
child_automatically_expires,child automatically expires,5,227508,5
ordered_mental_health,ordered mental health,5,227508,5
health_services_stay,health services stay,5,227508,5
juvenile_court_orders,juvenile court orders,5,227508,5
court_orders_temporary,court orders temporary,5,227508,5
child's_personal_history,child's personal history,5,227508,5
current_status_regarding,current status regarding,5,227508,5
child's_developmental_history,child's developmental history,5,227508,5
child_receives_treatment,child receives treatment,5,227508,5
juvenile_probation_departments,juvenile probation departments,5,227508,5
alternative_setting_collaborating,alternative setting collaborating,5,227508,5
probation_department_regarding,probation department regarding,5,227508,5
restoration_hearing_concerning,restoration hearing concerning,5,227508,5
prosecuting_attorney_responsible,prosecuting attorney responsible,5,227508,5
trial_court's_ruling,trial court's ruling,5,227508,5
health_services_civil,health services civil,5,227508,5
intellectual_disability_initiation,intellectual disability initiation,5,227508,5
court_initiates_proceedings,court initiates proceedings,5,227508,5
juvenile_court_refers,juvenile court refers,5,227508,5
evaluations_examination_reports,evaluations examination reports,5,227508,5
examination_reports_court,examination reports court,5,227508,5
reports_court_findings,reports court findings,5,227508,5
court_findings_orders,court findings orders,5,227508,5
findings_orders_verdicts,findings orders verdicts,5,227508,5
orders_verdicts_judgments,orders verdicts judgments,5,227508,5
district_attorney_copies,district attorney copies,5,227508,5
interdisciplinary_team_report,interdisciplinary team report,5,227508,5
sections_593.049-593.056_health,sections 593.049-593.056 health,5,227508,5
order_residential_intellectual,order residential intellectual,5,227508,5
patient_spends_waiting,patient spends waiting,5,227508,5
saturday_sunday_legal,saturday sunday legal,5,227508,5
sunday_legal_holiday,sunday legal holiday,5,227508,5
equal_employment_opportunity,equal employment opportunity,5,227508,5
certain_providers_health,certain providers health,5,227508,5
diagnose_prevent_alleviate,diagnose prevent alleviate,5,227508,5
gender-related_identity_appearance,gender-related identity appearance,5,227508,5
birth_mental_health,birth mental health,5,227508,5
treatment_provider_licensed,treatment provider licensed,5,227508,5
mental_impairments_certified,mental impairments certified,5,227508,5
counseling_services_sexual,counseling services sexual,5,227508,5
services_sexual_orientation,services sexual orientation,5,227508,5
health_provider_engages,health provider engages,5,227508,5
health_provider_attempts,health provider attempts,5,227508,5
child's_sexual_orientation,child's sexual orientation,5,227508,5
child's_coping_social,child's coping social,5,227508,5
child_undergoing_gender,child undergoing gender,5,227508,5
commits_unprofessional_conduct,commits unprofessional conduct,5,227508,5
services_commission_executive,services commission executive,5,227508,5
commission_executive_commissioner,commission executive commissioner,5,227508,5
care_delivery_model,care delivery model,5,227508,5
public_school_mental,public school mental,5,227508,5
managing_emotions_establishing,managing emotions establishing,5,227508,5
improve_school_safety,improve school safety,5,227508,5
securing_school_facilities,securing school facilities,5,227508,5
district_peace_officers,district peace officers,5,227508,5
peace_officers_private,peace officers private,5,227508,5
officers_private_security,officers private security,5,227508,5
private_security_officers,private security officers,5,227508,5
peace_officer's_notification,peace officer's notification,5,227508,5
imminent_physical_injury,imminent physical injury,5,227508,5
adding_subsections_a-1,adding subsections a-1,5,227508,5
postvention_includes_activities,postvention includes activities,5,227508,5
service_model_oriented,service model oriented,5,227508,5
